REGION,STATE,CITY,POPULATION
South,Kentucky,"Lynnview, KY",943
South,Kentucky,"Ferguson, KY",942
Midwest,Minnesota,"Watkins, MN",942
Midwest,Iowa,"Lansing, IA",941
Midwest,Iowa,"West Point, IA",941
Midwest,Missouri,"Jasper, MO",941
Midwest,Nebraska,"Fort Calhoun, NE",941
Pacific,Oregon,"Oakland, OR",940
Mountain,Utah,"Green River, UT",940
South,Georgia,"Jeffersonville, GA",939
South,Arkansas,"Cotter, AR",938
Midwest,North Dakota,"New Salem, ND",938
South,Texas,"East Tawakoni, TX",937
South,Texas,"Thrall, TX",937
South,Arkansas,"Mammoth Spring, AR",936
Midwest,Iowa,"Le Grand, IA",936
South,Kentucky,"New Castle, KY",936
Midwest,Missouri,"Laurie, MO",936
Midwest,Iowa,"Calmar, IA",935
Midwest,Kansas,"Lake Quivira, KS",935
Midwest,North Dakota,"Wishek, ND",935
Midwest,Minnesota,"Deer River, MN",934
Midwest,Wisconsin,"Owen, WI",934
Midwest,Nebraska,"Ponca, NE",933
Midwest,Minnesota,"Walker, MN",932
Midwest,Nebraska,"Tilden, NE",932
Midwest,North Dakota,"Walhalla, ND",932
Midwest,Minnesota,"Le Roy, MN",931
South,Oklahoma,"Waynoka, OK",931
Midwest,Missouri,"Ellington, MO",930
South,Arkansas,"Foreman, AR",928
Midwest,Minnesota,"Pine River, MN",928
Midwest,Nebraska,"Laurel, NE",927
Midwest,Iowa,"Anita, IA",926
Midwest,Missouri,"Sturgeon, MO",926
Midwest,South Dakota,"Ipswich, SD",926
Midwest,Wisconsin,"Green Lake, WI",926
Midwest,Kansas,"Dighton, KS",925
Midwest,Kansas,"Wakefield, KS",925
Midwest,Michigan,"Village of Clarkston, MI",925
Mountain,Montana,"White Sulphur Springs, MT",925
Midwest,Nebraska,"Red Cloud, NE",925
Midwest,Missouri,"Lake Waukomis, MO",924
Mountain,Idaho,"Cottonwood, ID",923
Midwest,Iowa,"Keosauqua, IA",923
Midwest,Iowa,"Maxwell, IA",923
South,Texas,"Coldspring, TX",923
South,Texas,"Vega, TX",923
South,Georgia,"Eton, GA",921
Mountain,Idaho,"Grace, ID",921
Midwest,Iowa,"Danville, IA",921
Midwest,South Dakota,"Wessington Springs, SD",921
South,Georgia,"Ivey, GA",920
Midwest,Iowa,"Fredericksburg, IA",920
South,South Carolina,"Chesnee, SC",920
Midwest,Nebraska,"Franklin, NE",919
Midwest,North Dakota,"Cooperstown, ND",919
Midwest,Minnesota,"Battle Lake, MN",918
Midwest,Missouri,"La Grange, MO",917
South,Tennessee,"Friendsville, TN",917
Midwest,Iowa,"Eldon, IA",915
South,Texas,"Clarksville City, TX",915
Midwest,Minnesota,"Henderson, MN",914
Midwest,Illinois,"Brookport, IL",913
South,Georgia,"Hiawassee, GA",912
Midwest,Nebraska,"Randolph, NE",912
South,Texas,"Sudan, TX",912
South,Texas,"Tolar, TX",911
South,Georgia,"Homeland, GA",910
South,Kentucky,"White Plains, KY",908
Midwest,Minnesota,"Hallock, MN",908
Pacific,California,"Dorris, CA",907
Midwest,Kansas,"Perry, KS",906
South,Kentucky,"Elkhorn City, KY",906
South,Tennessee,"Orlinda, TN",906
Midwest,Missouri,"Pasadena Hills, MO",905
Mountain,Montana,"Troy, MT",904
South,Kentucky,"Burnside, KY",903
Midwest,North Dakota,"LaMoure, ND",903
Midwest,North Dakota,"Northwood, ND",902
South,Tennessee,"Wartburg, TN",902
Midwest,Missouri,"Osceola, MO",901
South,Arkansas,"Dyer, AR",900
Midwest,Nebraska,"Chappell, NE",900
South,Texas,"Centerville, TX",899
Midwest,Kansas,"Garden Plain, KS",898
Midwest,Missouri,"Lockwood, MO",898
South,Texas,"Bandera, TX",898
South,Texas,"Hardin, TX",897
Mountain,Idaho,"Troy, ID",896
South,Georgia,"Woodbury, GA",895
Midwest,Iowa,"Buffalo Center, IA",893
South,Kentucky,"Bellemeade, KY",893
Midwest,Missouri,"Fremont Hills, MO",893
South,Kentucky,"New Haven, KY",891
Midwest,Missouri,"Morehouse, MO",891
Midwest,Nebraska,"Curtis, NE",891
Midwest,North Dakota,"Hankinson, ND",891
South,Georgia,"Waleska, GA",890
Midwest,Kansas,"Americus, KS",890
Midwest,Illinois,"Dallas City, IL",888
Midwest,Kansas,"Lebo, KS",888
Midwest,Minnesota,"Birchwood Village, MN",888
Mountain,Idaho,"Inkom, ID",887
South,Kentucky,"Dixon, KY",887
Pacific,Oregon,"Glendale, OR",887
South,Kentucky,"Clarkson, KY",885
Midwest,Missouri,"Reeds Spring, MO",884
South,Georgia,"Lake Park, GA",883
Midwest,Kansas,"Burlingame, KS",883
Midwest,Michigan,"Grant, MI",883
Mountain,Utah,"Bear River City, UT",883
Mountain,Idaho,"Arco, ID",880
Mountain,Idaho,"Greenleaf, ID",880
South,Kentucky,"Adairville, KY",880
Pacific,Oregon,"Prairie City, OR",880
South,Tennessee,"Lobelville, TN",879
South,Texas,"Point, TX",879
South,Texas,"Garrison, TX",878
South,Arkansas,"Bearden, AR",877
Midwest,Iowa,"Larchwood, IA",877
South,West Virginia,"Belmont, WV",876
Midwest,Kansas,"Cottonwood Falls, KS",875
South,Texas,"Cresson, TX",875
Midwest,Iowa,"Schleswig, IA",874
Midwest,Kansas,"Burrton, KS",874
Midwest,Kansas,"Benton, KS",873
Midwest,Nebraska,"Rushville, NE",873
Midwest,North Dakota,"Gwinner, ND",873
South,Georgia,"Tunnel Hill, GA",872
Mountain,Idaho,"Hagerman, ID",872
South,Kentucky,"Pembroke, KY",872
South,Texas,"Celeste, TX",872
South,Texas,"Lakewood Village, TX",872
South,Texas,"Trinidad, TX",872
South,West Virginia,"Cameron, WV",871
Midwest,Iowa,"Gladbrook, IA",870
Midwest,Nebraska,"Blue Hill, NE",870
Midwest,South Dakota,"Centerville, SD",870
Midwest,Iowa,"Victor, IA",869
Midwest,Illinois,"Oakland, IL",868
South,Arkansas,"Fouke, AR",867
South,Kentucky,"West Point, KY",867
Midwest,Iowa,"Neola, IA",866
South,Texas,"Crowell, TX",866
Mountain,Idaho,"Council, ID",865
Midwest,Iowa,"Edgewood, IA",865
Midwest,Kansas,"Galva, KS",865
Midwest,Nebraska,"Osceola, NE",865
Pacific,Alaska,"Mountain Village, AK",864
Midwest,Iowa,"Primghar, IA",864
Midwest,Iowa,"Armstrong, IA",863
Midwest,Iowa,"Donnellson, IA",862
South,Kentucky,"Plantation, KY",862
Midwest,Missouri,"Rockaway Beach, MO",862
Midwest,South Dakota,"Arlington, SD",862
South,Texas,"Simonton, TX",862
Midwest,Iowa,"Newell, IA",861
Midwest,Minnesota,"Onamia, MN",861
South,Oklahoma,"Seiling, OK",861
South,Texas,"Blue Ridge, TX",861
Midwest,Wisconsin,"Fountain City, WI",861
Midwest,Iowa,"Montrose, IA",860
South,Kentucky,"Pleasureville, KY",860
Midwest,Minnesota,"St. Stephen, MN",860
Pacific,Oregon,"Adair Village, OR",859
South,Arkansas,"Greers Ferry, AR",858
Midwest,Illinois,"Witt, IL",858
Midwest,Missouri,"Benton, MO",858
South,Georgia,"Talbotton, GA",856
Midwest,Iowa,"Long Grove, IA",856
South,Texas,"Miles, TX",856
Midwest,Iowa,"Winthrop, IA",855
Midwest,Missouri,"Puxico, MO",855
South,Tennessee,"Rockford, TN",855
South,Arkansas,"Wilson, AR",853
Midwest,Minnesota,"Lilydale, MN",853
Midwest,Missouri,"Braymer, MO",853
South,Florida,"Coleman, FL",852
Midwest,Michigan,"Caspian, MI",851
Pacific,Alaska,"Selawik, AK",850
Midwest,Minnesota,"Morgan, MN",850
Midwest,Illinois,"Newman, IL",849
South,Georgia,"Baconton, GA",848
Midwest,Kansas,"McLouth, KS",848
South,Kentucky,"Fincastle, KY",848
Midwest,South Dakota,"Piedmont, SD",848
Pacific,Alaska,"Delta Junction, AK",847
Midwest,Kansas,"Linn Valley, KS",847
Midwest,North Dakota,"Enderlin, ND",847
Pacific,Alaska,"Togiak, AK",846
South,Arkansas,"Altheimer, AR",846
Midwest,Kansas,"Downs, KS",846
Pacific,California,"Isleton, CA",845
Midwest,Missouri,"Seligman, MO",845
Midwest,Iowa,"Colo, IA",844
Midwest,Iowa,"McGregor, IA",844
South,Texas,"Rankin, TX",844
Midwest,Iowa,"Newhall, IA",843
South,Tennessee,"Coalmont, TN",843
South,Texas,"Lometa, TX",843
South,Texas,"Walnut Springs, TX",843
South,Georgia,"Greenville, GA",842
South,Kentucky,"Bellefonte, KY",842
Midwest,Michigan,"Au Gres, MI",841
Mountain,Montana,"Poplar, MT",841
Midwest,Minnesota,"Emily, MN",840
Midwest,Minnesota,"Mazeppa, MN",840
Mountain,Montana,"Harlem, MT",840
Midwest,Nebraska,"Benkelman, NE",840
Midwest,South Dakota,"Eureka, SD",840
Midwest,Michigan,"Stephenson, MI",839
Midwest,Missouri,"Alton, MO",839
Midwest,Iowa,"Readlyn, IA",838
South,Kentucky,"Mortons Gap, KY",838
Pacific,Oregon,"Maywood Park, OR",838
Midwest,Wisconsin,"Pittsville, WI",838
Midwest,Michigan,"Onaway, MI",837
Midwest,Missouri,"Fordland, MO",837
Midwest,Missouri,"Waverly, MO",837
South,Oklahoma,"Pond Creek, OK",837
Midwest,South Dakota,"Lake Andes, SD",837
Midwest,Michigan,"Lake City, MI",836
South,Arkansas,"Magazine, AR",835
Midwest,Iowa,"Dunkerton, IA",835
Mountain,Idaho,"Kootenai, ID",834
Pacific,Oregon,"Merrill, OR",834
South,Kentucky,"Brownsville, KY",833
Midwest,Minnesota,"Fertile, MN",833
Midwest,Minnesota,"St. Clair, MN",833
South,Florida,"Key Colony Beach, FL",832
Midwest,Kansas,"Jetmore, KS",831
Midwest,Missouri,"Edmundson, MO",831
Midwest,Iowa,"Sully, IA",830
South,Texas,"Savoy, TX",830
Midwest,Iowa,"Afton, IA",829
South,Georgia,"Luthersville, GA",828
Midwest,Iowa,"Inwood, IA",828
South,Georgia,"Canon, GA",827
Midwest,Kansas,"Pomona, KS",827
South,West Virginia,"Gary, WV",827
Midwest,Iowa,"Hazleton, IA",826
Midwest,Nebraska,"Hooper, NE",826
South,Texas,"Beckville, TX",826
South,Arkansas,"Hackett, AR",825
Midwest,Iowa,"Rockford, IA",825
South,Kentucky,"Crab Orchard, KY",824
South,Kentucky,"Evarts, KY",824
Midwest,Minnesota,"Silver Lake, MN",824
Midwest,Nebraska,"Pawnee City, NE",824
South,Texas,"East Mountain, TX",824
South,Texas,"O'Donnell, TX",824
Pacific,Alaska,"Emmonak, AK",823
Pacific,Alaska,"Klawock, AK",822
Midwest,Iowa,"Hubbard, IA",822
Mountain,Idaho,"McCammon, ID",821
Midwest,Nebraska,"Scribner, NE",821
South,Georgia,"Crawford, GA",820
Mountain,Idaho,"Franklin, ID",820
Midwest,Missouri,"Brunswick, MO",820
Midwest,Missouri,"Russellville, MO",820
Pacific,Washington,"Roy, WA",820
Midwest,Iowa,"Melbourne, IA",819
South,Oklahoma,"Garber, OK",819
Midwest,Iowa,"Morning Sun, IA",818
Pacific,Oregon,"Wallowa, OR",818
Mountain,Idaho,"Potlatch, ID",817
Midwest,South Dakota,"Scotland, SD",817
Midwest,Iowa,"Dakota City, IA",816
Midwest,Iowa,"Cambridge, IA",815
Pacific,Oregon,"Garibaldi, OR",815
South,Texas,"Hilshire Village, TX",815
Midwest,Iowa,"Okoboji, IA",814
Midwest,Minnesota,"Walnut Grove, MN",814
Midwest,Nebraska,"Oshkosh, NE",814
Midwest,Iowa,"Carson, IA",813
Midwest,Nebraska,"Humboldt, NE",813
Midwest,Iowa,"Elkhart, IA",812
South,Texas,"Joaquin, TX",812
Midwest,Iowa,"Graettinger, IA",811
Midwest,Minnesota,"Rushford Village, MN",811
South,Texas,"Pineland, TX",811
Midwest,Minnesota,"Henning, MN",810
Northeast,Pennsylvania,"Parker, PA",810
South,Arkansas,"Stephens, AR",809
Mountain,Idaho,"Hazelton, ID",809
South,Kentucky,"Hollow Creek, KY",809
Pacific,Washington,"Tekoa, WA",809
Midwest,Iowa,"Oxford, IA",808
Midwest,Kansas,"Mankato, KS",808
Midwest,North Dakota,"Harwood, ND",808
South,Tennessee,"St. Joseph, TN",808
South,Texas,"Agua Dulce, TX",808
Midwest,Kansas,"Spearville, KS",807
Pacific,Oregon,"Malin, OR",807
Midwest,Missouri,"Orrick, MO",806
Midwest,Nebraska,"Humphrey, NE",806
South,Arkansas,"Norphlet, AR",805
South,Georgia,"Bowman, GA",805
Midwest,Kansas,"Mount Hope, KS",805
South,Kentucky,"Lewisburg, KY",805
Midwest,Nebraska,"Lyons, NE",805
Midwest,Iowa,"Raymond, IA",804
Midwest,Kansas,"Enterprise, KS",804
Midwest,Missouri,"Flordell Hills, MO",804
Midwest,Iowa,"Hills, IA",803
Midwest,Minnesota,"Clarkfield, MN",803
Midwest,Nebraska,"Minatare, NE",803
Midwest,Missouri,"Truesdale, MO",802
Mountain,Utah,"Escalante, UT",802
South,Georgia,"Rutledge, GA",801
Midwest,Iowa,"Correctionville, IA",801
Midwest,Minnesota,"Lake Park, MN",801
Midwest,Michigan,"Gobles, MI",800
Midwest,Iowa,"Dayton, IA",798
South,Kentucky,"Bromley, KY",798
Midwest,Minnesota,"Isle, MN",798
Mountain,Idaho,"Oakley, ID",797
Midwest,Missouri,"Wellington, MO",797
Midwest,Kansas,"Meriden, KS",796
South,Georgia,"Poulan, GA",795
Midwest,Iowa,"Redfield, IA",795
South,Kentucky,"Millersburg, KY",795
Mountain,Idaho,"Menan, ID",794
Midwest,Kansas,"Bucklin, KS",794
South,Arkansas,"Diamond City, AR",792
Midwest,Iowa,"Ossian, IA",792
Midwest,Iowa,"Walker, IA",792
South,Texas,"Valley View, TX",792
Midwest,Minnesota,"Bovey, MN",791
Midwest,Minnesota,"Kimball, MN",791
Midwest,Missouri,"Pineville, MO",791
Midwest,Illinois,"Hurst, IL",790
Midwest,Iowa,"Riceville, IA",790
South,Texas,"Cumby, TX",790
Midwest,Missouri,"Walnut Grove, MO",789
Pacific,Washington,"Mossyrock, WA",789
South,Kentucky,"Campbellsburg, KY",788
Midwest,North Dakota,"Dunseith, ND",788
Midwest,Minnesota,"Adams, MN",786
South,Kentucky,"McKee, KY",785
Midwest,Iowa,"Grand Junction, IA",784
Midwest,South Dakota,"Philip, SD",784
Midwest,Kansas,"Alma, KS",783
Midwest,Minnesota,"Twin Valley, MN",783
South,Arkansas,"Guy, AR",782
Midwest,Iowa,"Exira, IA",782
South,Kentucky,"Blue Ridge Manor, KY",782
South,Arkansas,"Hermitage, AR",781
Midwest,North Dakota,"Ray, ND",780
South,Arkansas,"Plumerville, AR",779
Midwest,Kansas,"Ashland, KS",779
South,Kentucky,"Smiths Grove, KY",779
South,Texas,"Sunrise Beach Village, TX",779
Midwest,Kansas,"Coldwater, KS",778
Midwest,Kansas,"Greensburg, KS",778
South,North Carolina,"Northwest, NC",778
Midwest,Iowa,"Earlville, IA",777
Midwest,Iowa,"Walnut, IA",777
Pacific,Alaska,"Hoonah, AK",776
Midwest,North Dakota,"Napoleon, ND",776
Midwest,Minnesota,"Lamberton, MN",775
Midwest,Minnesota,"West Concord, MN",775
Midwest,Missouri,"Conway, MO",775
South,Arkansas,"Mountain Pine, AR",773
Midwest,Minnesota,"Belgrade, MN",773
Pacific,Oregon,"Metolius, OR",773
Midwest,Iowa,"Lowden, IA",772
Midwest,Missouri,"Exeter, MO",771
Midwest,South Dakota,"Marion, SD",771
South,Georgia,"Riceboro, GA",770
Midwest,Iowa,"Hartford, IA",770
Midwest,Minnesota,"Blackduck, MN",770
Midwest,South Dakota,"Viborg, SD",770
Midwest,Illinois,"Kinmundy, IL",769
Midwest,North Dakota,"Drayton, ND",768
Midwest,Iowa,"Milo, IA",767
Midwest,Iowa,"Sioux Rapids, IA",767
Midwest,Iowa,"Wall Lake, IA",767
Midwest,North Dakota,"Mohall, ND",767
Midwest,South Dakota,"Howard, SD",767
South,Kentucky,"Stamping Ground, KY",766
South,Oklahoma,"Haileyville, OK",766
South,Georgia,"Pine Lake, GA",765
South,Georgia,"Screven, GA",765
Midwest,Iowa,"Manilla, IA",765
Midwest,Missouri,"Oregon, MO",765
Midwest,Kansas,"Sharon Springs, KS",764
South,Kentucky,"Meadow Vale, KY",764
Midwest,Missouri,"Bertrand, MO",764
Midwest,Missouri,"Clarence, MO",763
South,Tennessee,"Crab Orchard, TN",763
Pacific,Alaska,"Alakanuk, AK",762
South,Georgia,"Milan, GA",762
South,Kentucky,"Perryville, KY",762
Midwest,North Dakota,"Kindred, ND",762
Mountain,Idaho,"Wallace, ID",761
Midwest,Missouri,"Pilot Grove, MO",761
South,Arkansas,"Hardy, AR",760
South,Arkansas,"Oppelo, AR",760
Midwest,Missouri,"Olympian Village, MO",760
Midwest,Nebraska,"Peru, NE",760
Midwest,Wisconsin,"Montreal, WI",760
South,Arkansas,"Rockport, AR",759
Midwest,Kansas,"Westmoreland, KS",758
Midwest,North Dakota,"Underwood, ND",758
Mountain,Idaho,"Athol, ID",757
Midwest,Iowa,"West Bend, IA",757
Midwest,Minnesota,"Cass Lake, MN",757
Pacific,Oregon,"Yachats, OR",757
South,Georgia,"Doerun, GA",756
Midwest,Iowa,"Alden, IA",756
Midwest,Minnesota,"Landfall, MN",756
South,Arkansas,"Gould, AR",755
Midwest,Minnesota,"Browerville, MN",755
Midwest,Minnesota,"Dover, MN",755
Midwest,Kansas,"Eastborough, KS",754
Midwest,Kansas,"Wilson, KS",754
Midwest,Minnesota,"Hilltop, MN",754
Midwest,Minnesota,"Raymond, MN",754
South,West Virginia,"Smithers, WV",754
Midwest,Iowa,"Essex, IA",753
Midwest,Minnesota,"Mabel, MN",753
South,Texas,"Mountain City, TX",753
Pacific,Washington,"Toledo, WA",751
Mountain,Idaho,"Moyie Springs, ID",750
Midwest,Missouri,"Iron Mountain Lake, MO",750
Pacific,Alaska,"Kwethluk, AK",749
Midwest,Nebraska,"Osmond, NE",749
South,Arkansas,"Tyronza, AR",748
South,Kentucky,"Green Spring, KY",748
Midwest,Minnesota,"Greenwood, MN",748
Midwest,North Dakota,"Hatton, ND",748
South,Georgia,"Patterson, GA",747
Midwest,South Dakota,"Valley Springs, SD",747
South,Texas,"Driscoll, TX",747
South,Texas,"Log Cabin, TX",747
Midwest,Minnesota,"Gibbon, MN",746
South,Arkansas,"Swifton, AR",745
Midwest,Minnesota,"Brooten, MN",745
South,Texas,"Lott, TX",745
South,Arkansas,"Bradford, AR",744
Midwest,Iowa,"Hedrick, IA",744
Midwest,Missouri,"Iberia, MO",744
South,Kentucky,"Woodland Hills, KY",743
South,Georgia,"Glenwood, GA",742
South,Texas,"Santa Clara, TX",741
Midwest,Missouri,"Lancaster, MO",740
South,Georgia,"Fairmount, GA",739
Midwest,Nebraska,"Deshler, NE",739
South,Texas,"Mertzon, TX",739
South,Arkansas,"Altus, AR",738
South,Arkansas,"Cammack Village, AR",738
South,Georgia,"Allenhurst, GA",738
Midwest,Iowa,"Merrill, IA",738
Midwest,South Dakota,"Highmore, SD",738
South,Kentucky,"Powderly, KY",737
Midwest,Missouri,"Bella Villa, MO",737
South,North Carolina,"High Shoals, NC",737
Pacific,Oregon,"Chiloquin, OR",737
Midwest,South Dakota,"Alcester, SD",737
Mountain,Colorado,"Central City, CO",736
Midwest,Missouri,"Stewartsville, MO",736
Midwest,South Dakota,"Estelline, SD",736
Mountain,Idaho,"Dover, ID",735
Midwest,Iowa,"Gilbertville, IA",735
Midwest,Iowa,"Schaller, IA",735
Midwest,Michigan,"Caseville, MI",735
South,Kentucky,"Calhoun, KY",734
South,Texas,"Burke, TX",734
Midwest,Iowa,"Whiting, IA",733
Mountain,Idaho,"Hauser, ID",732
Midwest,Kansas,"Leon, KS",732
Midwest,Minnesota,"Hancock, MN",732
Midwest,Minnesota,"Lanesboro, MN",732
Midwest,Missouri,"Gainesville, MO",732
South,Texas,"Tuscola, TX",732
Mountain,Idaho,"Teton, ID",731
Midwest,Iowa,"Wheatland, IA",731
Midwest,Kansas,"Whitewater, KS",731
Midwest,Minnesota,"Brownton, MN",731
Midwest,Minnesota,"Stockton, MN",731
South,Texas,"Point Blank, TX",730
South,Georgia,"Ty Ty, GA",729
South,Kentucky,"Salem, KY",729
Pacific,Washington,"Bingen, WA",729
Midwest,Missouri,"Golden City, MO",728
South,Georgia,"Plains, GA",727
Midwest,Iowa,"Fremont, IA",727
Midwest,North Dakota,"Mott, ND",727
Mountain,Utah,"Corinne, UT",727
Midwest,Iowa,"Murray, IA",726
Midwest,Minnesota,"Elysian, MN",726
Midwest,Missouri,"Lake Tapawingo, MO",726
South,Texas,"Camp Wood, TX",726
South,Arkansas,"Lockesburg, AR",725
Midwest,South Dakota,"Faulkton, SD",725
South,Arkansas,"Quitman, AR",724
Midwest,North Dakota,"Glen Ullin, ND",724
South,Florida,"Lawtey, FL",723
South,Georgia,"Flemington, GA",723
South,Georgia,"White, GA",723
Midwest,Iowa,"Garnavillo, IA",723
South,Kentucky,"Hanson, KY",723
Midwest,Nebraska,"Clay Center, NE",723
Midwest,North Dakota,"Wilton, ND",723
Midwest,Iowa,"Ventura, IA",722
Midwest,Missouri,"Liberal, MO",722
South,Tennessee,"Niota, TN",722
Midwest,Iowa,"Stratford, IA",721
Midwest,Minnesota,"Kerkhoven, MN",721
Midwest,Missouri,"Pilot Knob, MO",721
Pacific,California,"Etna, CA",720
Midwest,South Dakota,"Plankinton, SD",720
South,Texas,"Big Wells, TX",720
South,Texas,"Noonday, TX",719
South,Texas,"Zavalla, TX",719
Midwest,Kansas,"Udall, KS",718
Midwest,Minnesota,"Cleveland, MN",717
Midwest,Nebraska,"Newman Grove, NE",717
Mountain,Idaho,"Horseshoe Bend, ID",716
South,Kentucky,"Seneca Gardens, KY",716
Midwest,North Dakota,"Steele, ND",716
South,Arkansas,"Lakeview, AR",715
South,West Virginia,"War, WV",715
Midwest,Wisconsin,"Alma, WI",715
Midwest,Minnesota,"Karlstad, MN",714
Midwest,Minnesota,"Marine on St. Croix, MN",714
Midwest,Illinois,"Mounds, IL",713
Midwest,Missouri,"New Florence, MO",713
South,Kentucky,"Crofton, KY",712
South,Kentucky,"Hindman, KY",712
Midwest,Minnesota,"Holdingford, MN",712
Midwest,Missouri,"Jonesburg, MO",712
Midwest,South Dakota,"Elkton, SD",712
Midwest,Kansas,"Deerfield, KS",711
Midwest,South Dakota,"Edgemont, SD",711
Pacific,Alaska,"Point Hope, AK",709
Midwest,Minnesota,"Greenbush, MN",709
Midwest,Minnesota,"Westbrook, MN",709
Midwest,Kansas,"Canton, KS",708
Midwest,Minnesota,"Trimont, MN",708
Pacific,Oregon,"Gaston, OR",708
South,Texas,"Ector, TX",708
South,Arkansas,"Keiser, AR",707
South,Kentucky,"Loretto, KY",707
Pacific,California,"Loyalton, CA",706
South,Georgia,"Blythe, GA",706
Midwest,Iowa,"Ruthven, IA",706
Midwest,Iowa,"Seymour, IA",706
Midwest,Kansas,"Cherokee, KS",706
South,Kentucky,"Corydon, KY",706
Midwest,Iowa,"Bancroft, IA",705
Pacific,Oregon,"Echo, OR",705
Midwest,Iowa,"Adair, IA",704
Midwest,Iowa,"Hospers, IA",704
Midwest,South Dakota,"Kadoka, SD",704
South,Texas,"Point Comfort, TX",704
Midwest,Iowa,"Lakeside, IA",702
South,Tennessee,"Philadelphia, TN",702
Midwest,Missouri,"Bevier, MO",701
Pacific,Washington,"Pateros, WA",701
Midwest,Iowa,"Alburnett, IA",699
South,Kentucky,"Fleming-Neon, KY",699
Pacific,Alaska,"Savoonga, AK",698
Pacific,Alaska,"Gambell, AK",697
South,North Carolina,"Saluda, NC",697
South,Kentucky,"Science Hill, KY",696
Midwest,Minnesota,"Hampton, MN",696
Pacific,Alaska,"Quinhagak, AK",694
Midwest,Kansas,"Frankfort, KS",694
Midwest,Missouri,"Perry, MO",694
Midwest,Iowa,"Wellsburg, IA",693
Midwest,Minnesota,"Courtland, MN",693
South,Texas,"Kress, TX",693
Pacific,California,"Fort Jones, CA",692
Midwest,Missouri,"Wheaton, MO",691
South,Arkansas,"Gillett, AR",690
South,Arkansas,"Madison, AR",690
South,Arkansas,"Weiner, AR",690
South,Florida,"Cedar Key, FL",690
Midwest,Iowa,"Battle Creek, IA",690
Midwest,Kansas,"Onaga, KS",690
Midwest,Minnesota,"Ellendale, MN",690
Midwest,Wisconsin,"Mellen, WI",690
Midwest,Iowa,"Olin, IA",689
Midwest,North Dakota,"Ashley, ND",689
South,Texas,"Bardwell, TX",689
Midwest,Iowa,"Boyden, IA",688
South,Kentucky,"Spring Valley, KY",688
Midwest,Minnesota,"Buffalo Lake, MN",688
Midwest,Missouri,"Hawk Point, MO",688
Mountain,Utah,"Eureka, UT",688
Midwest,Missouri,"Miller, MO",687
Midwest,Missouri,"Wood Heights, MO",687
South,Texas,"Sunset Valley, TX",687
Pacific,Alaska,"Unalakleet, AK",686
South,Kentucky,"Bardwell, KY",686
Midwest,Minnesota,"Brownsdale, MN",686
South,Texas,"Chillicothe, TX",686
South,Texas,"Pecan Hill, TX",685
Midwest,Minnesota,"Clarks Grove, MN",684
Pacific,Washington,"Oakville, WA",684
Pacific,Alaska,"Noorvik, AK",683
South,Arkansas,"Amity, AR",683
Midwest,Minnesota,"Clear Lake, MN",683
Midwest,Kansas,"Minneola, KS",682
